LotFrontageSF,LotAreaSF,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMaterial,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtFinSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,FirstFlrSF,SecondFlrSF,GrLivArea,GarageType,GarageYrBlt,GarageCars,GarageSF,GarageQual,WoodDeckSF,OpenPorchSF,MiscFeature,SalePrice
53,10918,Single Family Detached,2 Story,7,9,1926,2004,Gambrel,Standard Composite Shingle,4,3,Brick & Tile,4,3,0,1276,GasA,5,Yes,1276,804,2080,Detached,1926,1,282,3,0,0,None,234000
60,10800,Two Family Conversion,2 Story,4,7,1900,2000,Gable,Standard Composite Shingle,3,3,Brick & Tile,0,0,0,0,GasA,3,No,694,600,1294,None,1900,0,0,0,220,114,None,106250
90,11988,Single Family Detached,1 Story,6,6,1957,1957,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,777,1244,GasA,5,Yes,1244,0,1244,Attached,1957,1,336,3,0,40,None,150000
50,5000,Single Family Detached,1.5 Story,6,7,1947,1950,Gable,Standard Composite Shingle,3,4,Cinder Block,3,3,399,1004,GasA,5,Yes,1004,660,1664,Detached,1950,2,420,3,0,24,None,159000
95,11787,Single Family Detached,2 Story,7,5,1996,1997,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,719,1379,GasA,5,Yes,1383,1015,2398,Attached,1996,3,834,3,239,60,None,315750
62,7500,Single Family Detached,1 Story,7,5,2005,2005,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,1257,GasA,5,Yes,1266,0,1266,Attached,2005,2,453,3,38,144,None,176000
70,13300,Single Family Detached,1 Story,5,7,1956,2000,Hip,Standard Composite Shingle,3,3,Cinder Block,4,3,377,928,GasA,3,Yes,928,0,928,Attached,1956,1,252,3,261,0,None,132000
67,14948,Single Family Detached,2 Story,9,5,2008,2008,Hip,Standard Composite Shingle,5,3,Poured Concrete,5,3,1330,1452,GasA,5,Yes,1476,1237,2713,Attached,2008,3,858,3,126,66,None,446261
58,9098,Single Family Detached,1 Story,4,7,1920,2002,Gable,Standard Composite Shingle,3,3,Brick & Tile,3,3,348,528,GasA,5,Yes,605,0,605,None,1920,0,0,0,0,0,None,86000
0,32668,Single Family Detached,1 Story,6,3,1957,1975,Hip,Standard Composite Shingle,4,3,Poured Concrete,3,3,1219,2035,GasA,3,Yes,2515,0,2515,Attached,1975,2,484,3,0,0,None,200624
85,10200,Single Family Detached,Split Level,6,5,1988,1989,Gable,Standard Composite Shingle,4,3,Cinder Block,4,3,783,1461,GasA,5,Yes,1509,0,1509,Attached,1988,2,600,3,224,0,None,175000
60,6155,Single Family Detached,2 Story,6,8,1920,1999,Gable,Standard Composite Shingle,3,3,Brick & Tile,2,2,0,611,GasA,5,Yes,751,611,1362,Detached,1920,2,502,3,0,0,None,128000
60,7200,Single Family Detached,1 Story,5,7,1955,2007,Gable,Standard Composite Shingle,3,3,Slab,0,0,0,0,GasA,5,Yes,827,0,827,Detached,1967,1,392,3,0,0,None,107500
50,5000,Single Family Detached,1 Story,1,3,1946,1950,Gable,Standard Composite Shingle,2,2,Slab,0,0,0,0,GasA,2,No,334,0,334,None,1946,0,0,0,0,0,None,39300
74,9056,Single Family Detached,2 Story,8,5,2004,2004,Gable,Standard Composite Shingle,4,3,Poured Concrete,5,4,0,707,GasA,5,Yes,707,707,1414,Attached,2004,2,403,3,100,35,None,178000
70,7000,Two Family Conversion,2 Story,5,7,1910,1991,Gable,Standard Composite Shingle,3,3,Cinder Block,4,3,969,1117,GasA,3,Yes,820,527,1347,None,1910,0,0,0,85,0,None,107500
57,8924,Single Family Detached,2 Story,7,5,1998,1999,Gable,Standard Composite Shingle,3,3,Poured Concrete,4,3,0,880,GasA,5,Yes,880,844,1724,Attached,1998,2,527,3,120,155,None,188000
0,12735,Single Family Detached,1 Story,4,5,1972,1972,Hip,Standard Composite Shingle,3,3,Cinder Block,3,3,600,864,GasA,3,Yes,864,0,864,Detached,1980,2,576,3,216,0,None,111250
0,11553,Single Family Detached,1 Story,5,5,1968,1968,Hip,Standard Composite Shingle,3,3,Cinder Block,3,3,673,1051,GasA,3,Yes,1159,0,1159,Attached,1968,1,336,3,466,0,None,158000
0,11423,Single Family Detached,1 Story,8,5,2001,2002,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,1358,1581,GasA,5,Yes,1601,0,1601,Attached,2001,2,670,3,180,0,Shed,272000
85,14601,Single Family Detached,1 Story,9,5,2006,2006,Hip,Standard Composite Shingle,5,3,Poured Concrete,5,3,1260,1838,GasA,5,Yes,1838,0,1838,Attached,2006,3,765,3,270,68,None,315000
0,11000,Single Family Detached,2 Story,8,5,2000,2000,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,969,GasA,5,Yes,997,1288,2285,Built-In,2000,3,648,3,0,56,None,248000
78,10140,Single Family Detached,1 Story,7,5,1998,1999,Hip,Standard Composite Shingle,4,3,Poured Concrete,5,3,144,1650,GasA,5,Yes,1680,0,1680,Attached,1998,2,583,3,78,73,None,213250
34,4058,Townhouse End Unit,Split Foyer,7,5,1998,1998,Gable,Standard Composite Shingle,3,3,Poured Concrete,4,3,584,723,GasA,5,Yes,767,0,767,Attached,1998,1,367,3,120,40,None,133000
58,17104,Single Family Detached,2 Story,7,5,2006,2006,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,4,554,654,GasA,5,Yes,664,832,1496,Attached,2006,2,426,3,100,24,None,179665
0,13837,Single Family Detached,1.5 Story,7,5,1988,1988,Gable,Standard Composite Shingle,4,4,Poured Concrete,4,4,1002,1204,GasA,4,Yes,1377,806,2183,Attached,1988,3,786,3,0,0,None,229000
70,8737,Single Family Detached,1.5 Story,6,7,1923,1950,Gable,Standard Composite Shingle,3,3,Brick & Tile,4,3,300,1065,GasA,5,Yes,915,720,1635,Detached,1950,2,440,3,0,38,None,210000
54,7244,Single Family Detached,Split Foyer,5,7,1970,1970,Gable,Standard Composite Shingle,3,4,Cinder Block,4,3,619,768,GasA,5,Yes,768,0,768,Detached,1987,2,624,3,104,0,None,129500
49,8235,Single Family Detached,1 Story,5,7,1955,1995,Gable,Standard Composite Shingle,3,4,Cinder Block,3,3,180,825,GasA,3,Yes,825,0,825,Detached,1963,2,720,3,140,50,None,125000
75,9375,Single Family Detached,2 Story,7,5,2003,2004,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,912,GasA,5,Yes,912,1182,2094,Built-In,2003,2,615,3,182,182,None,263000
53,4043,Townhouse End Unit,1 Story,6,6,1977,1977,Gable,Standard Composite Shingle,3,3,Cinder Block,4,3,559,1069,GasA,3,Yes,1069,0,1069,Attached,1977,2,440,3,0,55,None,140000
50,6000,Single Family Detached,1 Story,5,6,1957,1957,Hip,Standard Composite Shingle,3,3,Cinder Block,3,3,308,928,GasA,4,Yes,928,0,928,Attached,1957,1,288,3,0,0,None,112500
87,11146,Single Family Detached,1 Story,8,5,2006,2006,Gable,Standard Composite Shingle,4,3,Poured Concrete,5,3,0,1709,GasA,5,Yes,1717,0,1717,Attached,2006,3,908,3,169,39,None,255500
67,8777,Single Family Detached,1 Story,4,5,1949,2003,Gable,Standard Composite Shingle,3,3,Cinder Block,0,0,0,0,GasA,5,Yes,1126,0,1126,Detached,2002,2,520,3,0,96,None,108000
85,10625,Single Family Detached,2 Story,7,5,2003,2004,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,866,998,GasA,5,Yes,1006,1040,2046,Built-In,2003,3,871,3,320,62,None,284000
58,6380,Single Family Detached,1.5 Story,5,6,1922,1950,Gable,Standard Composite Shingle,3,3,Brick & Tile,3,2,0,993,GasA,3,Yes,1048,0,1048,Detached,1922,1,280,3,0,0,None,113000
69,14850,Single Family Detached,1 Story,5,5,1957,1957,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,895,1092,GasA,3,Yes,1092,0,1092,Attached,1957,1,299,3,268,0,None,141000
60,11040,Single Family Detached,1.5 Story,4,6,1920,1950,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,637,637,GasA,4,Yes,897,439,1336,Car Port,1994,1,570,3,0,47,None,108000
57,21872,Single Family Detached,2 Story,7,5,1996,1997,Gable,Standard Composite Shingle,3,3,Poured Concrete,4,3,604,729,GasA,5,Yes,729,717,1446,Attached,1996,2,406,3,264,22,None,175000
0,3196,Townhouse End Unit,1 Story,7,5,2003,2004,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,1374,GasA,5,Yes,1557,0,1557,Attached,2003,2,420,3,143,20,None,234000
0,11341,Single Family Detached,1 Story,5,6,1957,1996,Hip,Standard Composite Shingle,3,3,Cinder Block,4,3,1302,1392,GasA,3,Yes,1392,0,1392,Detached,1957,2,528,3,0,0,None,121500
77,10010,Single Family Detached,1 Story,5,5,1974,1975,Gable,Standard Composite Shingle,3,3,Cinder Block,4,3,1071,1389,GasA,4,Yes,1389,0,1389,Attached,1975,2,418,3,240,38,None,170000
63,13907,Single Family Detached,1 Story,5,6,1940,1969,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,290,996,GasA,5,Yes,996,0,996,None,1940,0,0,0,144,0,None,108000
66,21780,Single Family Detached,1.5 Story,6,7,1918,1950,Gable,Standard Composite Shingle,3,3,Brick & Tile,4,3,0,1163,GasA,5,Yes,1163,511,1674,Detached,1955,2,396,3,72,36,None,185000
0,13346,Single Family Detached,2 Story,7,5,1992,2000,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,728,1095,GasA,5,Yes,1166,1129,2295,Attached,1992,2,590,3,0,40,None,268000
66,6858,Single Family Detached,2 Story,6,4,1915,1950,Gable,Standard Composite Shingle,3,3,Poured Concrete,4,3,0,806,GasA,3,No,841,806,1647,Detached,1920,1,216,3,0,66,None,128000
77,11198,Single Family Detached,2 Story,9,5,2005,2007,Hip,Standard Composite Shingle,4,3,Poured Concrete,4,4,0,1122,GasA,5,Yes,1134,1370,2504,Built-In,2005,3,656,3,144,39,None,325000
70,10171,Single Family Detached,1 Story,7,5,2004,2004,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,2,1517,GasA,5,Yes,1535,0,1535,Attached,2004,2,532,3,0,0,None,214000
79,12327,Single Family Detached,1.5 Story,8,8,1983,2009,Gable,Standard Composite Shingle,4,3,Cinder Block,4,3,1441,1496,GasA,5,Yes,1496,636,2132,Built-In,1983,2,612,4,349,40,None,316600
0,7032,Duplex,Split Foyer,5,5,1979,1979,Gable,Standard Composite Shingle,3,3,Cinder Block,4,3,943,943,GasA,3,Yes,943,0,943,Detached,1979,2,600,3,42,0,None,135960
74,13101,Duplex,1 Story,5,5,1965,1965,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,231,1728,GasA,3,Yes,1728,0,1728,Detached,1987,2,576,3,0,0,None,142600
60,7332,Single Family Detached,1 Story,6,6,1959,1959,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,414,864,GasA,5,Yes,864,0,864,Attached,1959,1,288,3,168,0,None,120000
83,13159,Single Family Detached,2 Story,7,5,2009,2009,Gable,Standard Composite Shingle,3,3,Poured Concrete,5,3,0,846,GasA,4,Yes,846,846,1692,Attached,2009,2,650,3,208,114,None,224500
76,9967,Single Family Detached,Split Level,7,5,2000,2000,Gable,Standard Composite Shingle,3,3,Poured Concrete,4,3,0,384,GasA,5,Yes,774,656,1430,Built-In,2000,2,400,3,100,0,None,170000
70,10500,Single Family Detached,Split Level,5,7,1971,2005,Gambrel,Standard Composite Shingle,3,3,Cinder Block,3,3,349,372,GasA,3,Yes,576,533,1109,Built-In,1971,1,288,3,35,0,None,139000
80,8480,Single Family Detached,1.5 Story,5,5,1947,1950,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,442,832,GasA,3,Yes,832,384,1216,Detached,1947,1,336,3,158,0,None,118500
52,6292,Single Family Detached,1.5 Story,7,7,1928,1950,Gable,Standard Composite Shingle,3,3,Brick & Tile,3,3,0,861,GasA,4,Yes,877,600,1477,Detached,1928,1,216,3,0,50,None,145000
96,11777,Single Family Detached,Split Level,5,6,1966,1966,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,328,1164,GasA,5,Yes,1320,0,1320,Attached,1966,2,564,3,160,68,None,164500
34,3604,Townhouse End Unit,2 Story,7,5,2007,2007,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,689,GasA,5,Yes,703,689,1392,Detached,2007,2,540,3,0,102,None,146000
81,12150,Single Family Detached,1.5 Story,5,5,1954,1954,Gable,Standard Composite Shingle,3,3,Brick & Tile,3,3,0,1050,GasA,5,No,1050,745,1795,Attached,1954,1,352,2,0,0,None,131500
0,14585,Single Family Detached,1 Story,6,6,1960,1987,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,594,1144,GasA,5,Yes,1429,0,1429,Attached,1960,2,572,3,216,110,None,181900
98,12704,Single Family Detached,1 Story,8,5,2008,2009,Hip,Standard Composite Shingle,5,3,Poured Concrete,5,3,0,2042,GasA,5,Yes,2042,0,2042,Attached,2009,3,1390,3,0,90,None,253293
81,11841,Duplex,Split Foyer,6,5,1990,1990,Gable,Standard Composite Shingle,3,4,Cinder Block,4,3,816,816,GasA,3,Yes,816,0,816,None,1990,0,0,0,0,32,None,118500
75,13500,Single Family Detached,2.5 Story,10,9,1893,2000,Gable,Standard Composite Shingle,5,5,Brick & Tile,3,3,0,1237,GasA,4,Yes,1521,1254,2775,Detached,1988,2,880,4,105,502,None,325000
51,6120,Single Family Detached,1.5 Story,4,7,1935,1995,Gable,Standard Composite Shingle,3,3,Brick & Tile,3,3,0,884,GasA,5,Yes,989,584,1573,Detached,1935,1,240,3,0,0,None,133000
88,11443,Single Family Detached,1 Story,8,5,2005,2006,Hip,Standard Composite Shingle,4,3,Poured Concrete,5,3,1460,1868,GasA,5,Yes,2028,0,2028,Attached,2005,3,880,3,326,66,None,369900
55,10267,Single Family Detached,1 Story,6,7,1918,2000,Gable,Standard Composite Shingle,3,4,Brick & Tile,3,4,210,816,GasA,5,Yes,838,0,838,Detached,1961,1,275,3,0,0,None,130000
74,8740,Single Family Detached,Split Foyer,5,6,1982,1982,Hip,Standard Composite Shingle,3,3,Cinder Block,3,3,672,840,GasA,3,Yes,860,0,860,Detached,1996,2,528,3,0,0,None,137000
65,25095,Single Family Detached,1 Story,5,8,1968,2003,Flat,Tar & Gravel,3,3,Cinder Block,3,3,1324,1437,GasA,5,Yes,1473,0,1473,Attached,1968,1,452,3,0,48,None,143000
50,9100,Single Family Detached,1 Story,5,6,1930,1960,Gable,Standard Composite Shingle,3,3,Brick & Tile,3,3,0,742,GasA,3,Yes,779,0,935,Detached,1988,1,308,3,0,0,Shed,79500
64,8320,Single Family Detached,2 Story,7,5,2004,2004,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,490,770,GasA,5,Yes,770,812,1582,Attached,2004,2,520,3,0,45,None,185900
97,13478,Single Family Detached,2 Story,10,5,2008,2008,Gable,Standard Composite Shingle,5,3,Poured Concrete,5,3,1338,1722,GasA,5,Yes,1728,568,2296,Built-In,2008,3,842,3,382,274,None,451950
60,6600,Single Family Detached,1 Story,5,8,1982,2003,Gable,Standard Composite Shingle,3,4,Poured Concrete,3,4,816,816,GasA,5,Yes,816,0,816,Detached,1985,2,816,3,0,0,None,138000
0,4435,Townhouse End Unit,1 Story,6,5,2003,2003,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,685,848,GasA,5,Yes,848,0,848,Attached,2003,2,420,3,140,0,None,140000
88,7990,Single Family Detached,1 Story,5,6,1975,1975,Hip,Standard Composite Shingle,3,3,Cinder Block,4,3,0,924,GasA,3,Yes,924,0,924,Detached,1981,1,280,3,0,0,None,110000
69,11302,Single Family Detached,1 Story,8,5,2005,2006,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,1422,1814,GasA,5,Yes,1826,0,1826,Attached,2005,3,758,3,180,75,None,319000
60,3600,Single Family Detached,2 Story,6,7,1910,1993,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,0,684,GasA,5,No,684,684,1368,Detached,1930,1,216,3,0,158,None,114504
53,3922,Townhouse End Unit,1 Story,7,5,2006,2007,Gable,Standard Composite Shingle,4,3,Poured Concrete,5,3,0,1258,GasA,5,Yes,1402,0,1402,Attached,2006,3,648,3,120,16,None,194201
80,12984,Single Family Detached,1 Story,5,6,1977,1977,Gable,Standard Composite Shingle,3,3,Cinder Block,4,3,1283,1430,GasA,5,Yes,1647,0,1647,Attached,1977,2,621,3,0,0,None,217500
24,1950,Townhouse,2 Story,6,6,1980,1980,Gable,Standard Composite Shingle,3,4,Cinder Block,4,3,81,716,GasA,3,Yes,716,840,1556,Attached,1980,2,452,3,161,0,None,151000
74,10927,Single Family Detached,2 Story,8,5,2005,2005,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,546,1058,GasA,5,Yes,1058,846,1904,Built-In,2003,2,736,3,179,60,None,275000
50,9000,Single Family Detached,1.5 Story,6,6,1937,1950,Gable,Standard Composite Shingle,3,4,Poured Concrete,3,3,0,780,GasA,3,Yes,780,595,1375,Detached,1979,1,544,3,0,162,None,141000
80,10041,Single Family Detached,2 Story,8,5,1992,1992,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,789,908,GasA,5,Yes,927,988,1915,Attached,1992,2,506,3,120,150,None,220000
30,3182,Townhouse End Unit,2 Story,7,5,2004,2005,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,600,GasA,5,Yes,600,600,1200,Detached,2004,2,480,3,0,172,None,151000
88,12803,Single Family Detached,1 Story,7,5,2002,2002,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,922,1494,GasA,5,Yes,1494,0,1494,Attached,2002,2,530,3,192,36,None,221000
85,13600,Single Family Detached,2 Story,7,6,1965,1990,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,454,768,GasA,3,Yes,1186,800,1986,Attached,1965,2,486,3,0,42,None,205000
82,12464,Single Family Detached,1 Story,5,5,1996,1996,Gable,Standard Composite Shingle,3,4,Poured Concrete,4,3,732,1040,GasA,4,Yes,1040,0,1040,Detached,2000,2,576,3,168,0,None,152000
78,7800,Single Family Detached,2 Story,5,8,1948,2002,Gable,Standard Composite Shingle,3,4,Cinder Block,3,4,603,896,GasA,5,Yes,1112,896,2008,Attached,1948,1,230,3,103,0,None,225000
78,12168,Single Family Detached,2 Story,8,6,1934,1998,Gable,Standard Composite Shingle,3,3,Poured Concrete,4,3,428,965,GasA,3,Yes,1940,1254,3194,Basement Garage,1934,2,380,3,0,0,None,359100
61,7943,Single Family Detached,1 Story,4,5,1961,1961,Gable,Standard Composite Shingle,3,2,Cinder Block,3,3,903,1029,GasA,4,Yes,1029,0,1029,Attached,1961,1,261,3,64,0,None,118500
0,11050,Single Family Detached,2 Story,9,5,2000,2000,Hip,Standard Composite Shingle,4,3,Poured Concrete,5,3,904,1440,GasA,5,Yes,1476,677,2153,Attached,2000,3,736,3,253,142,None,313000
0,10395,Single Family Detached,Split Level,6,6,1978,1978,Gable,Standard Composite Shingle,3,3,Cinder Block,4,3,605,1032,GasA,3,Yes,1032,0,1032,Attached,1978,2,564,3,0,0,Shed,148000
0,11885,Single Family Detached,2 Story,8,5,2001,2001,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,990,1299,GasA,5,Yes,1299,573,1872,Built-In,2001,2,531,3,160,122,None,261500
70,8402,Single Family Detached,1 Story,5,5,2007,2007,Gable,Standard Composite Shingle,3,3,Poured Concrete,4,3,206,1120,GasA,5,Yes,1120,0,1120,None,2007,0,0,0,0,30,None,147000
21,1491,Townhouse End Unit,Split Foyer,4,6,1972,1972,Gable,Standard Composite Shingle,3,3,Cinder Block,4,3,150,630,GasA,5,Yes,630,0,630,None,1972,0,0,0,96,24,None,75500
80,8800,Single Family Detached,Split Foyer,6,7,1963,1963,Gable,Standard Composite Shingle,3,4,Poured Concrete,3,3,763,936,GasA,5,Yes,1054,0,1054,Attached,1963,2,480,3,120,0,None,137500
0,7861,Single Family Detached,2 Story,6,5,2002,2003,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,457,783,GasA,5,Yes,807,702,1509,Attached,2002,2,393,3,100,75,None,183200
59,7227,Single Family Detached,1.5 Story,6,6,1954,1954,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,0,832,GasA,4,Yes,832,0,832,Detached,1962,2,528,3,0,0,None,105500
90,11694,Single Family Detached,1 Story,9,5,2007,2007,Hip,Standard Composite Shingle,5,3,Poured Concrete,5,3,48,1822,GasA,5,Yes,1828,0,1828,Attached,2007,3,774,3,0,108,None,314813
85,12244,Single Family Detached,2 Story,8,5,2003,2003,Hip,Standard Composite Shingle,4,3,Poured Concrete,4,3,871,1482,GasA,5,Yes,1482,780,2262,Attached,2003,3,749,3,168,0,None,305000
45,8248,Single Family Detached,1 Story,3,3,1914,1950,Gable,Standard Composite Shingle,3,3,Brick & Tile,3,3,41,864,GasA,3,No,864,0,864,None,1914,0,0,0,0,0,None,67000
90,10800,Single Family Detached,2 Story,6,7,1974,1997,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,956,1522,GasA,3,Yes,1548,1066,2614,Attached,1974,2,624,3,38,243,None,240000
71,7064,Single Family Detached,1 Story,5,6,1977,1977,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,560,980,GasA,3,Yes,980,0,980,Detached,1986,2,484,3,192,0,None,135000
0,2117,Townhouse End Unit,2 Story,6,5,2000,2000,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,420,756,GasA,5,Yes,756,756,1512,Detached,2000,2,440,3,0,32,None,168500
80,10400,Single Family Detached,2 Story,6,5,1972,1972,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,247,732,GasA,4,Yes,1012,778,1790,Attached,1972,2,484,3,148,0,None,165150
87,10000,Single Family Detached,1 Story,6,6,1962,1962,Hip,Standard Composite Shingle,3,3,Cinder Block,3,3,0,1116,GasA,3,Yes,1116,0,1116,Attached,1962,2,440,3,0,0,None,160000
0,12342,Single Family Detached,1 Story,5,5,1960,1978,Hip,Standard Composite Shingle,3,3,Cinder Block,3,3,0,978,GasA,3,Yes,1422,0,1422,Attached,1960,1,286,3,0,0,Shed,139900
80,9600,Single Family Detached,Split Level,6,6,1955,1972,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,674,1156,GasA,5,Yes,1520,0,1520,Basement Garage,1955,1,364,3,0,0,None,153000
70,11606,Single Family Detached,2 Story,5,5,1969,1969,Gable,Standard Composite Shingle,3,3,Poured Concrete,4,3,650,1040,GasA,3,Yes,1040,1040,2080,Attached,1969,2,504,3,335,0,None,135000
82,9020,Single Family Detached,Split Level,6,5,1964,1964,Gable,Wood Shingles,3,3,Cinder Block,3,3,624,1248,GasA,3,Yes,1350,0,1350,Attached,1964,2,520,3,176,0,None,168500
50,9000,Single Family Detached,2 Story,5,6,1880,1991,Gable,Standard Composite Shingle,3,3,Brick & Tile,2,2,0,636,GasA,3,Yes,1089,661,1750,Detached,1937,1,240,2,0,0,None,124000
34,4590,Townhouse,1 Story,8,5,2006,2006,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,4,24,1554,GasA,5,Yes,1554,0,1554,Attached,2006,2,627,3,156,73,None,209500
85,11900,Single Family Detached,1 Story,7,5,1977,1977,Hip,Standard Composite Shingle,3,4,Cinder Block,3,3,822,1386,GasA,3,Yes,1411,0,1411,Attached,1977,2,544,3,192,0,None,82500
80,9250,Single Family Detached,1 Story,5,7,1954,2005,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,480,1056,GasA,3,Yes,1056,0,1056,Attached,1954,1,260,3,390,0,None,139400
64,6979,Duplex,Split Foyer,6,5,1980,1980,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,1056,1056,GasA,4,Yes,1056,0,1056,Detached,1980,2,576,3,264,56,Shed,144000
60,10896,Two Family Conversion,2.5 Story,6,7,1914,1995,Hip,Standard Composite Shingle,2,3,Cinder Block,3,2,256,1440,GasA,5,Yes,1440,1440,3395,None,1914,0,0,0,0,110,None,200000
51,6120,Single Family Detached,1 Story,2,3,1936,1950,Gable,Standard Composite Shingle,2,2,Brick & Tile,3,2,0,264,Grav,2,No,800,0,800,None,1936,0,0,0,0,0,None,60000
50,6000,Two Family Conversion,1.5 Story,5,4,1954,1954,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,0,811,GasA,3,Yes,811,576,1387,Built-In,1954,1,256,3,0,0,None,93000
67,8777,Single Family Detached,1 Story,5,7,1910,1950,Gable,Standard Composite Shingle,3,3,Cinder Block,2,3,0,796,GasA,4,Yes,796,0,796,None,1910,0,0,0,328,0,None,85000
53,3982,Townhouse End Unit,1 Story,8,5,2006,2006,Hip,Standard Composite Shingle,4,3,Poured Concrete,4,4,1154,1520,GasA,5,Yes,1567,0,1567,Attached,2006,3,648,3,312,0,None,264561
62,12677,Townhouse End Unit,1 Story,8,5,2003,2004,Hip,Standard Composite Shingle,5,3,Poured Concrete,5,3,1218,1518,GasA,5,Yes,1518,0,1518,Attached,2003,2,588,3,185,140,None,274000
